Y,X1,X2,X3,X4,X5,X6,X7
1,-2.90706,3.908784,3.215639,4.595677,6.422145,3.642418,4.782556
1,-2.884079,3.908784,2.985951,4.325343,6.13023,3.382245,4.501229
1,-4.354845,3.908784,2.756262,4.325343,6.714061,3.122072,4.501229
1,-3.975663,3.908784,3.215639,4.325343,6.714061,3.642418,4.501229
1,-2.516388,3.85802,4.188796,5.203934,5.619383,4.744731,5.415546
1,-3.251771,3.85802,3.72337,4.382253,6.506661,4.217534,4.560453
1,-2.884079,3.85802,4.188796,5.751721,5.027864,4.744731,5.985608
1,-2.884079,3.85802,4.188796,5.751721,5.027864,4.744731,5.985608
1,-2.872589,3.85802,3.956083,5.751721,5.323623,4.481132,5.985608
1,-2.424465,3.807257,4.952089,6.105942,4.795199,5.609329,6.354234
1,-1.803986,3.451913,5.461872,6.122282,4.627719,6.186769,6.371239
1,-0.8617767,3.40115,6.59926,5.281597,4.696793,7.475112,5.496368
1,-1.803986,3.55344,5.811118,5.947347,4.81662,6.582367,6.18919
1,-3.044944,3.85802,3.490657,5.203934,5.915142,3.953936,5.415546
1,-2.619801,3.85802,3.490657,5.751721,5.323623,3.953936,5.985608
1,-2.700234,3.85802,2.559823,4.93004,6.506661,2.899562,5.130515
1,-3.102396,3.85802,3.025249,4.382253,6.506661,3.426759,4.560453
1,-3.090906,3.85802,3.490657,4.93004,5.915142,3.953936,5.130515
1,-3.102396,3.85802,3.025249,4.382253,6.506661,3.426759,4.560453
1,-3.343693,3.85802,2.792536,4.10836,6.80242,3.163161,4.275422
1,-3.102396,3.85802,3.025249,4.382253,6.506661,3.426759,4.560453
1,-3.343693,3.85802,2.792536,4.10836,6.80242,3.163161,4.275422
1,-3.125377,3.85802,3.490657,4.93004,5.915142,3.953936,5.130515
1,-3.343693,3.85802,2.792536,4.10836,6.80242,3.163161,4.275422
1,-3.102396,3.85802,3.025249,4.382253,6.506661,3.426759,4.560453
1,-3.125377,3.85802,3.490657,4.93004,5.915142,3.953936,5.130515
1,-2.964512,4.416418,4.675621,5.263758,5.167247,5.296168,5.477804
1,-2.987492,4.314891,3.953341,4.897817,5.817725,4.478027,5.096982
1,-3.458597,4.416418,3.862471,3.349668,6.975789,4.375096,3.485879
1,-4.090567,4.467182,3.416623,3.784675,7.151946,3.870076,3.938575
1,-4.423787,4.467182,3.014673,3.075046,7.407358,3.414779,3.20009
1,-4.469748,4.467182,3.215639,3.311596,7.151946,3.642418,3.446259
1,-3.918211,4.365655,3.290433,3.388614,7.056888,3.727139,3.526409
1,-2.091245,4.314891,5.617915,4.897817,4.759954,6.363523,5.096982
1,-3.263261,4.517945,4.371828,4.443805,5.808801,4.952056,4.624508
1,-3.079415,4.264128,4.000404,4.956122,5.619383,4.531336,5.157658
1,-3.757346,4.365655,3.290433,4.11473,6.795542,3.727139,4.282051
1,-4.125038,4.416418,3.455886,5.024481,5.425604,3.91455,5.228797
1,-3.987153,4.416418,3.659187,4.067436,6.200697,4.144833,4.232834
1,-3.952682,4.416418,3.04932,4.545969,6.200697,3.454024,4.730826
1,-3.803308,4.416418,3.455886,4.785225,5.425604,3.91455,4.979812
1,-3.952682,4.416418,3.04932,4.545969,6.200697,3.454024,4.730826
1,-2.458936,4.314891,4.369494,4.65292,6.08215,4.949411,4.842127
1,-3.803308,4.416418,4.065754,4.067436,5.94234,4.605359,4.232834
1,-3.653933,4.416418,3.252603,5.024481,5.683983,3.684287,5.228797
1,-3.596481,4.264128,4.210956,4.460521,5.619383,4.769833,4.641903
1,-2.711724,4.467182,5.225427,4.730854,5.363948,5.918944,4.92323
1,-3.125377,4.213364,4.048616,4.514246,5.416276,4.585947,4.697813
1,-2.89557,4.314891,4.785628,4.897817,4.759954,5.420775,5.096982
1,-2.711724,4.467182,5.225427,4.967384,5.363948,5.918944,5.169377
1,-3.125377,4.213364,4.048616,4.514246,5.416276,4.585947,4.697813
1,-3.22879,4.213364,4.048616,4.263458,5.416276,4.585947,4.436827
1,-2.206148,4.314891,5.201781,5.632488,4.231058,5.892159,5.861527
1,-1.976341,4.416418,4.878905,6.460059,3.617084,5.526431,6.722751
1,-1.677592,4.314891,5.409839,7.101829,3.437736,6.127831,7.390618
1,-1.424804,3.756494,6.931015,5.344586,4.252502,7.850897,5.561918
1,-1.459275,3.807257,7.074413,5.273313,4.195813,8.013327,5.487746
1,-1.332881,3.807257,7.074413,4.995776,4.195813,8.013327,5.198925
1,-1.091584,3.959547,5.895339,5.871099,5.187117,6.677766,6.109841
1,-1.723553,3.756494,6.692006,5.907172,3.645001,7.580166,6.147382
1,-2.941531,4.314891,4.369494,5.142715,5.288828,4.949411,5.351838
1,-2.435955,4.314891,3.537207,6.122282,4.759954,4.006663,6.371239
1,-3.067925,4.314891,4.57757,5.142715,5.02438,5.185103,5.351838
1,-2.769176,4.314891,3.953341,4.408044,5.817725,4.478027,4.587293
1,-2.815137,4.314891,2.912996,4.897817,5.817725,3.299608,5.096982
1,-3.389655,4.314891,2.70492,4.408044,6.08215,3.063916,4.587293
1,-3.424126,4.416418,3.862471,4.785225,5.683983,4.375096,4.979812
1,-3.481578,4.314891,2.912996,4.408044,6.346598,3.299608,4.587293
1,-3.148357,4.365655,3.907375,4.59882,5.750067,4.425961,4.785827
1,-3.148357,4.365655,3.701722,4.840866,5.750067,4.193013,5.037715
1,-3.722875,4.314891,2.496843,4.163147,6.611046,2.828224,4.332437
1,-3.722875,4.314891,2.496843,4.163147,6.611046,2.828224,4.332437
1,-2.884079,3.85802,3.956083,4.382253,6.210901,4.481132,4.560453
1,-4.481239,3.908784,3.215639,3.244007,7.297892,3.642418,3.375922
1,-3.791817,3.85802,2.792536,3.2867,7.393916,3.163161,3.420351
1,-3.125377,3.908784,3.675016,4.866011,6.13023,4.162763,5.063882
1,-3.55052,3.85802,2.559823,4.10836,7.098157,2.899562,4.275422
1,-3.952682,3.908784,3.215639,2.973673,7.881724,3.642418,3.094595
1,-2.619801,3.908784,4.364082,4.866011,5.838314,4.943281,5.063882
1,-2.286581,3.908784,4.823459,5.677013,4.962567,5.463626,5.907863
1,-2.89557,3.908784,4.364082,4.866011,6.13023,4.943281,5.063882
1,-1.792495,3.85802,4.886934,6.025614,4.732105,5.535526,6.27064
1,-0.7468731,3.908784,6.20159,7.839684,3.211073,7.024663,8.158477
1,-2.102735,3.85802,4.886934,5.751721,5.027864,5.535526,5.985608
1,-2.447446,3.85802,4.654221,4.656147,5.619383,5.271928,4.845484
1,-3.021963,3.908784,2.985951,4.595677,6.422145,3.382245,4.782556
1,-3.021963,3.908784,2.985951,4.595677,6.422145,3.382245,4.782556
1,-2.792156,3.85802,3.72337,4.656147,6.210901,4.217534,4.845484
1,-2.792156,3.85802,3.72337,4.656147,6.210901,4.217534,4.845484
1,-2.792156,3.85802,3.72337,4.656147,6.210901,4.217534,4.845484
1,-3.010473,3.908784,3.675016,5.947347,4.962567,4.162763,6.18919
1,-3.653933,3.85802,2.792536,4.656147,6.506661,3.163161,4.845484
1,-3.630952,3.85802,2.559823,4.656147,6.506661,2.899562,4.845484
1,-4.331864,3.959547,2.494191,3.736154,7.780687,2.825219,3.888081
1,-2.964512,3.85802,3.956083,4.93004,5.915142,4.481132,5.130515
1,-2.688743,3.85802,3.72337,5.477827,5.323623,4.217534,5.700577
1,-2.58533,3.908784,3.904705,4.866011,5.838314,4.422936,5.063882
1,-2.838118,3.85802,3.025249,4.93004,5.619383,3.426759,5.130515
1,-3.286242,3.807257,2.593957,4.71824,5.994016,2.938227,4.910103
1,-3.286242,3.807257,2.593957,4.995776,5.994016,2.938227,5.198925
1,-2.631291,3.908784,3.904705,5.677013,4.670651,4.422936,5.907863
1,-2.642782,3.908784,3.445328,5.677013,4.670651,3.90259,5.907863
1,-4.102057,3.85802,2.327111,4.656147,6.80242,2.635964,4.845484
1,-3.688404,3.756494,2.629011,4.500695,6.075002,2.977933,4.683711
1,-3.826288,3.85802,2.094398,4.382253,7.098157,2.372365,4.560453
1,-3.044944,3.908784,3.445328,5.136345,5.254483,3.90259,5.345209
1,-3.044944,3.908784,3.445328,5.136345,5.254483,3.90259,5.345209
1,-3.194319,3.908784,3.445328,4.866011,5.546398,3.90259,5.063882
1,-2.953021,3.908784,3.215639,4.325343,6.13023,3.642418,4.501229
1,-3.389655,3.908784,2.526574,3.784675,7.005977,2.8619,3.938575
1,-3.458597,3.908784,2.985951,4.325343,6.13023,3.382245,4.501229
1,-2.677253,3.908784,4.134393,6.217681,4.962567,4.683108,6.470517
1,-1.712063,3.807257,5.187897,5.273313,4.795199,5.876433,5.487746
1,-2.516388,3.959547,3.401166,5.337363,5.475302,3.852567,5.554401
1,-2.803647,3.807257,2.122324,5.55087,6.293709,2.403998,5.77659
1,-2.964512,3.807257,2.122324,5.55087,6.293709,2.403998,5.77659
1,-2.619801,3.807257,2.122324,5.828406,5.994016,2.403998,6.065412
1,-2.849608,3.807257,2.593957,5.828406,5.394607,2.938227,6.065412
1,-1.95336,3.85802,4.654221,5.751721,4.732105,5.271928,5.985608
1,-2.355523,3.959547,4.081388,6.137977,5.475302,4.623069,6.387572
1,-3.918211,3.85802,3.257962,4.656147,6.210901,3.690357,4.845484
1,-2.803647,3.807257,4.00884,4.163147,6.893117,4.540892,4.332437
1,-3.113886,3.807257,3.537207,4.440683,6.893117,4.006663,4.621259
1,-3.125377,3.807257,3.537207,4.71824,6.593402,4.006663,4.910103
1,-3.044944,3.807257,2.829765,5.273313,5.6943,3.205331,5.487746
1,-0.8617767,3.654967,6.877904,8.67323,1.873127,7.790737,9.025918
1,-2.447446,3.807257,4.00884,5.828406,5.6943,4.540892,6.065412
1,-2.711724,3.807257,3.773015,6.105942,5.094915,4.273768,6.354234
1,-2.539369,3.807257,3.537207,5.55087,5.6943,4.006663,5.77659
1,-2.677253,3.807257,4.00884,5.55087,5.6943,4.540892,5.77659
1,-2.941531,3.807257,3.773015,5.55087,5.6943,4.273768,5.77659
1,-2.677253,3.807257,4.00884,5.55087,5.6943,4.540892,5.77659
1,-2.677253,3.807257,4.00884,5.55087,5.6943,4.540892,5.77659
1,-2.355523,3.807257,3.773015,5.273313,5.994016,4.273768,5.487746
1,-2.941531,3.807257,3.773015,5.55087,5.6943,4.273768,5.77659
1,-2.550859,3.807257,3.301399,5.55087,5.6943,3.739559,5.77659
1,-4.090567,3.85802,2.792536,4.10836,6.506661,3.163161,4.275422
1,-3.389655,3.85802,2.792536,3.834487,6.80242,3.163161,3.990413
1,-4.079076,3.85802,3.257962,4.382253,6.210901,3.690357,4.560453
1,-2.930041,3.959547,3.174413,4.536769,6.627995,3.59572,4.721252
1,-2.838118,3.908784,3.675016,4.325343,5.838314,4.162763,4.501229
1,-3.033454,3.908784,3.675016,4.325343,6.13023,4.162763,4.501229
1,-3.286242,3.85802,3.490657,4.10836,6.210901,3.953936,4.275422
1,-3.159848,3.85802,3.490657,3.834487,6.80242,3.953936,3.990413
1,-3.056435,3.908784,3.675016,3.784675,6.714061,4.162763,3.938575
1,-2.91855,3.807257,4.480456,5.55087,5.394607,5.0751,5.77659
1,-3.539029,3.908784,3.445328,4.055009,6.714061,3.90259,4.219902
1,-3.504558,3.908784,2.756262,3.514341,7.297892,3.122072,3.657248
1,-2.102735,3.908784,4.823459,5.677013,4.670651,5.463626,5.907863
1,-0.873267,3.756494,7.409015,7.876216,2.430001,8.392337,8.196494
1,-1.826967,3.85802,6.05048,7.121167,3.844849,6.853498,7.410742
1,-1.424804,3.40115,5.807351,7.456383,4.025816,6.5781,7.75959
1,-1.309901,3.604203,6.476572,7.329491,3.799017,7.336141,7.627537
1,-1.424804,3.654967,7.614828,7.516791,2.497501,8.625465,7.822454
1,-0.9881706,3.654967,7.123545,7.8059,2.809691,8.068979,8.12332
1,-2.59682,3.85802,3.490657,4.10836,6.506661,3.953936,4.275422
1,-2.401484,3.807257,3.773015,4.995776,5.994016,4.273768,5.198925
1,-2.079754,3.807257,3.773015,5.273313,5.994016,4.273768,5.487746
1,-2.91855,3.85802,3.72337,3.834487,6.506661,4.217534,3.990413
1,-2.389994,3.85802,3.490657,4.382253,5.915142,3.953936,4.560453
1,-2.654272,3.85802,3.490657,4.10836,6.210901,3.953936,4.275422
1,-3.159848,3.85802,3.257962,4.382253,5.915142,3.690357,4.560453
1,-3.067925,3.85802,3.257962,4.656147,6.210901,3.690357,4.845484
1,-2.976002,3.85802,3.257962,4.656147,5.915142,3.690357,4.845484
1,-3.964173,4.568708,3.733716,4.394431,6.493511,4.229254,4.573126
1,-3.55052,4.467182,3.61759,4.257754,6.896511,4.097715,4.430892
1,-4.148018,4.467182,3.014673,3.311596,7.918227,3.414779,3.446259
1,-3.975663,4.467182,3.818574,4.021225,7.151946,4.325373,4.184744
1,-4.067586,4.264128,2.737126,3.717087,6.957335,3.100396,3.868238
1,-3.366674,4.568708,3.537207,4.856998,5.744268,4.006663,5.054503
1,-3.355184,4.670235,4.421508,3.620127,5.863714,5.008329,3.767336
1,-3.757346,4.720999,4.373968,3.581201,6.042342,4.95448,3.726827
1,-3.837779,4.670235,4.037032,3.846394,6.352353,4.572825,4.002804
1,-4.090567,4.670235,3.652555,4.525153,5.863714,4.137321,4.709164
1,-4.550181,4.568708,3.930226,3.006708,6.993007,4.451844,3.128973
1,-4.84893,4.720999,3.423096,3.35737,6.767423,3.877408,3.493894
1,-3.814798,4.467182,3.61759,3.784675,6.13023,4.097715,3.938575
1,-3.757346,4.467182,3.61759,4.021225,5.874817,4.097715,4.184744
1,-3.55052,4.467182,3.818574,3.784675,6.13023,4.325373,3.938575
1,-1.321391,4.365655,5.96389,7.745389,2.613665,6.755415,8.060348
1,-2.25211,4.568708,4.323245,7.401159,3.746263,4.897024,7.70212
1,-2.25211,4.568708,4.323245,7.401159,3.746263,4.897024,7.70212
1,-1.746534,3.654967,4.66715,6.360373,3.746263,5.286572,6.619011
1,-3.251771,4.314891,3.121072,5.142715,5.817725,3.535299,5.351838
1,-3.251771,4.314891,3.745283,5.142715,5.288828,4.242355,5.351838
1,-3.251771,4.314891,3.329131,5.387612,5.02438,3.770971,5.606694
1,-3.458597,4.264128,2.737126,4.708311,6.68974,3.100396,4.89977
1,-3.171338,4.314891,3.121072,5.632488,5.553276,3.535299,5.861527
1,-3.297732,4.314891,3.329131,5.142715,5.288828,3.770971,5.351838
1,-3.079415,4.264128,3.579317,4.956122,5.619383,4.054363,5.157658
1,-2.930041,4.365655,3.496069,5.082911,5.750067,3.960066,5.289602
1,-2.998983,4.365655,3.907375,5.082911,5.22733,4.425961,5.289602
1,-3.860759,4.314891,2.912996,4.65292,6.08215,3.299608,4.842127
1,-3.044944,4.314891,3.537207,4.897817,5.817725,4.006663,5.096982
1,-2.803647,4.314891,3.537207,5.387612,5.288828,4.006663,5.606694
1,-3.699894,4.314891,2.912996,4.897817,6.08215,3.299608,5.096982
1,-3.860759,4.314891,2.912996,4.65292,6.08215,3.299608,4.842127
1,-3.860759,4.314891,2.912996,4.408044,6.346598,3.299608,4.587293
1,-3.320713,4.314891,3.121072,4.897817,6.08215,3.535299,5.096982
1,-3.24028,4.314891,3.537207,4.408044,6.08215,4.006663,4.587293
1,-3.171338,4.314891,3.329131,4.65292,6.08215,3.770971,4.842127
1,-3.435616,4.314891,3.329131,4.408044,6.08215,3.770971,4.587293
1,-3.355184,4.314891,3.121072,4.897817,6.08215,3.535299,5.096982
1,-3.458597,4.365655,3.496069,4.356775,6.011436,3.960066,4.533939
1,-3.435616,4.314891,3.329131,4.65292,6.08215,3.770971,4.842127
1,-2.861098,3.85802,4.188796,5.477827,5.323623,4.744731,5.700577
1,-3.389655,3.807257,3.537207,4.163147,6.293709,4.006663,4.332437
1,-3.516049,3.85802,3.490657,4.382253,6.506661,3.953936,4.560453
1,-3.539029,3.807257,3.301399,3.885611,6.593402,3.739559,4.043615
1,-2.332542,3.85802,5.35236,5.751721,4.436345,6.062723,5.985608
1,-2.58533,3.85802,4.654221,5.203934,5.323623,5.271928,5.415546
1,-2.58533,3.85802,4.654221,5.203934,5.323623,5.271928,5.415546
1,-3.067925,3.85802,3.72337,5.477827,5.027864,4.217534,5.700577
1,-3.470087,3.85802,3.956083,4.93004,5.323623,4.481132,5.130515
1,-3.412636,3.807257,3.537207,4.995776,5.394607,4.006663,5.198925
1,-2.953021,3.807257,4.716281,4.71824,5.394607,5.342225,4.910103
1,-2.160187,3.756494,5.497014,5.907172,3.948763,6.226575,6.147382
1,-2.401484,3.85802,4.654221,4.93004,5.027864,5.271928,5.130515
1,-2.619801,3.85802,4.421508,4.656147,5.323623,5.008329,4.845484
1,-2.964512,3.85802,3.257962,4.10836,6.506661,3.690357,4.275422
1,-4.010134,3.959547,2.494191,4.003032,7.492503,2.825219,4.165812
1,-4.262922,3.959547,3.401166,4.26989,6.916156,3.852567,4.443521
1,-4.090567,3.959547,3.401166,4.26989,6.627995,3.852567,4.443521
1,-3.447107,3.959547,3.174413,3.736154,7.492503,3.59572,3.888081
1,-3.642443,3.959547,3.401166,4.803626,6.33981,3.852567,4.998961
1,-2.987492,3.85802,4.188796,4.656147,6.210901,4.744731,4.845484
1,-2.987492,3.85802,4.188796,4.656147,6.210901,4.744731,4.845484
1,-3.470087,3.85802,3.490657,3.834487,6.210901,3.953936,3.990413
1,-3.263261,3.85802,3.72337,3.834487,6.506661,4.217534,3.990413
1,-3.56201,3.908784,2.985951,4.595677,6.13023,3.382245,4.782556
1,-2.964512,3.908784,3.675016,5.406679,5.254483,4.162763,5.626536
1,-3.768837,3.85802,3.490657,3.834487,6.80242,3.953936,3.990413
1,-2.59682,3.85802,4.654221,5.477827,5.027864,5.271928,5.700577
1,-0.8387959,3.807257,7.546047,7.493664,2.397611,8.547555,7.798387
1,-1.436294,3.604203,6.97477,4.690867,5.381953,7.900459,4.881617
1,-1.252449,3.654967,7.123545,4.625714,5.307192,8.068979,4.813814
1,-1.137545,3.55344,6.821751,5.947347,4.81662,7.727131,6.18919
1,-2.2636,3.908784,3.445328,5.406679,6.13023,3.90259,5.626536
1,-2.401484,3.85802,3.956083,4.93004,6.506661,4.481132,5.130515
1,-2.424465,3.908784,3.904705,4.595677,6.422145,4.422936,4.782556
1,-2.194658,3.908784,3.445328,5.406679,6.13023,3.90259,5.626536
1,-2.27509,3.85802,3.257962,5.203934,5.619383,3.690357,5.415546
1,-2.619801,3.85802,3.490657,4.10836,7.098157,3.953936,4.275422
1,-2.59682,3.85802,3.490657,4.382253,6.80242,3.953936,4.560453
1,-2.792156,3.85802,3.72337,5.203934,6.210901,4.217534,5.415546
1,-2.792156,3.85802,3.956083,4.382253,6.210901,4.481132,4.560453
1,-2.815137,3.908784,4.134393,4.325343,6.13023,4.683108,4.501229
1,-2.792156,3.85802,3.956083,4.382253,6.210901,4.481132,4.560453
1,-2.849608,3.807257,3.537207,3.885611,6.593402,4.006663,4.043615
1,-3.918211,3.908784,2.985951,3.244007,7.881724,3.382245,3.375922
1,-2.642782,3.807257,4.00884,5.55087,5.394607,4.540892,5.77659
1,-2.608311,3.85802,4.188796,5.203934,5.323623,4.744731,5.415546
1,-2.872589,3.85802,3.956083,5.203934,5.619383,4.481132,5.415546
1,-2.504897,3.807257,3.773015,5.273313,5.6943,4.273768,5.487746
1,-2.654272,3.756494,4.063012,4.781999,6.075002,4.602254,4.976454
1,-3.067925,3.85802,3.257962,4.656147,6.210901,3.690357,4.845484
1,-2.734705,3.908784,4.134393,5.136345,5.838314,4.683108,5.345209
1,-2.700234,3.908784,4.364082,4.866011,6.13023,4.943281,5.063882
1,-1.769515,3.756494,4.063012,6.188455,4.556263,4.602254,6.440103
1,-1.172016,3.756494,6.214006,6.751042,3.645001,7.038726,7.025567
1,-1.275429,3.756494,5.975014,7.313629,3.341263,6.768016,7.611031
1,-1.080093,3.55344,7.074413,4.757873,4.81662,8.013327,4.951347
1,-1.091584,3.55344,6.569106,5.055247,5.137712,7.440955,5.260813
1,-2.424465,3.807257,4.00884,5.55087,5.394607,4.540892,5.77659
1,-2.953021,3.85802,3.257962,4.93004,5.915142,3.690357,5.130515
1,-2.562349,3.807257,3.301399,4.995776,5.6943,3.739559,5.198925
1,-2.849608,3.807257,3.537207,3.885611,6.593402,4.006663,4.043615
1,-2.849608,3.807257,3.537207,4.440683,5.994016,4.006663,4.621259
1,-3.24028,3.959547,4.081388,4.003032,6.33981,4.623069,4.165812
1,-3.297732,3.959547,4.081388,3.736154,6.627995,4.623069,3.888081
1,-2.91855,3.908784,4.364082,4.055009,6.13023,4.943281,4.219902
1,-3.87225,3.85802,3.025249,3.2867,7.393916,3.426759,3.420351
1,-3.87225,3.85802,3.025249,3.012807,7.689676,3.426759,3.13532
1,-3.355184,3.908784,3.215639,3.784675,7.297892,3.642418,3.938575
1,-3.355184,3.908784,2.985951,3.784675,7.297892,3.382245,3.938575
1,-3.55052,3.908784,3.445328,3.514341,7.297892,3.90259,3.657248
1,-3.722875,3.908784,3.215639,2.973673,7.881724,3.642418,3.094595
1,-3.952682,3.908784,3.215639,2.973673,7.881724,3.642418,3.094595
1,-3.412636,3.908784,3.445328,3.244007,7.589808,3.90259,3.375922
1,-3.412636,3.908784,3.215639,3.244007,7.589808,3.642418,3.375922
1,-3.366674,3.908784,3.675016,3.514341,7.589808,4.162763,3.657248
1,-3.24028,3.908784,4.134393,4.595677,6.422145,4.683108,4.782556
1,-3.044944,3.908784,4.59377,4.325343,6.422145,5.203454,4.501229
1,-2.849608,3.908784,3.904705,4.595677,6.13023,4.422936,4.782556
1,-1.746534,3.756494,5.019013,6.469759,4.556263,5.685135,6.732846
1,-1.493746,3.85802,5.585055,7.942847,3.25333,6.326301,8.265835
1,-2.677253,3.908784,4.364082,4.866011,5.838314,4.943281,5.063882
1,-1.493746,3.654967,6.386621,7.227681,4.058453,7.234251,7.521587
1,-1.643121,3.654967,4.912791,5.782153,5.931573,5.564815,6.017279
1,-1.643121,3.654967,4.912791,5.782153,5.931573,5.564815,6.017279
1,-2.229129,3.807257,5.187897,4.163147,5.394607,5.876433,4.332437
1,-2.688743,3.807257,4.716281,3.885611,5.6943,5.342225,4.043615
1,-3.401145,3.807257,3.773015,2.775424,7.19281,4.273768,2.888284
1,-3.435616,3.807257,4.244648,2.775424,6.893117,4.807996,2.888284
1,-3.320713,3.807257,4.244648,3.330518,6.593402,4.807996,3.46595
1,-2.941531,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-2.941531,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-3.021963,3.807257,4.244648,3.052981,6.593402,4.807996,3.177128
1,-2.780666,3.807257,4.244648,3.330518,6.293709,4.807996,3.46595
1,-2.815137,3.807257,4.480456,3.608054,5.994016,5.0751,3.754772
1,-2.872589,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-2.872589,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-2.872589,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-2.872589,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-2.872589,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-2.872589,3.807257,4.480456,3.052981,6.593402,5.0751,3.177128
1,-3.584991,3.908784,3.215639,3.784675,7.297892,3.642418,3.938575
1,-3.745856,4.264128,3.158213,4.212709,6.957335,3.577369,4.384015
1,-4.079076,4.314891,3.121072,4.163147,6.875472,3.535299,4.332437
1,-4.159509,4.314891,3.537207,3.673374,7.13992,4.006663,3.822748
1,-4.159509,4.314891,3.537207,3.673374,7.13992,4.006663,3.822748
1,-3.366674,4.314891,3.953341,3.91825,7.13992,4.478027,4.077582
1,-3.366674,4.314891,4.161418,3.673374,7.13992,4.713719,3.822748
1,-3.814798,4.314891,3.329131,4.897817,5.817725,3.770971,5.096982
1,-2.815137,3.85802,3.72337,4.93004,5.323623,4.217534,5.130515
1,-2.711724,4.213364,3.835517,5.768207,4.603825,4.344565,6.002765
1,-2.424465,4.568708,4.126735,7.169855,4.245758,4.674434,7.46141
1,-2.815137,4.467182,4.220524,7.332821,4.08682,4.780671,7.631003
1,-2.780666,3.959547,3.854653,4.536769,6.051648,4.366241,4.721252
1,-2.619801,3.908784,3.215639,5.947347,5.546398,3.642418,6.18919
1,-2.941531,3.959547,4.081388,4.536769,6.051648,4.623069,4.721252
1,-2.815137,3.85802,3.72337,4.93004,5.323623,4.217534,5.130515
1,-2.815137,3.85802,3.72337,4.93004,5.323623,4.217534,5.130515
1,-2.815137,3.85802,3.72337,4.93004,5.323623,4.217534,5.130515
1,-2.815137,3.85802,3.72337,4.93004,5.323623,4.217534,5.130515
1,-3.125377,3.85802,3.490657,4.656147,5.619383,3.953936,4.845484
1,-2.803647,3.85802,3.956083,4.93004,5.323623,4.481132,5.130515
1,-2.688743,3.908784,3.445328,5.406679,5.254483,3.90259,5.626536
1,-2.792156,3.85802,3.490657,4.93004,5.619383,3.953936,5.130515
1,-2.792156,3.85802,3.490657,5.203934,5.323623,3.953936,5.415546
-1,-3.372419,6.294665,2.487098,6.342305,5.268171,3.877408,3.668599
-1,-2.229129,6.091611,2.487098,6.342305,5.268171,5.509162,5.235035
-1,-3.07367,5.939321,2.487098,6.342305,5.268171,3.766945,3.332641
-1,-2.119971,5.990084,2.487098,6.342305,5.268171,6.281627,7.343113
-1,-3.06218,6.142375,2.487098,6.342305,5.268171,5.298071,4.8337
-1,-2.625546,6.243902,2.487098,6.342305,5.268171,4.886166,6.16404
-1,-3.510304,6.040848,2.487098,6.342305,5.268171,4.040339,2.912568
-1,-2.964512,5.990084,2.487098,6.342305,5.268171,4.923448,2.937241
-1,-3.131122,6.091611,2.487098,6.342305,5.268171,4.340559,4.151926
-1,-3.711385,5.888558,2.487098,6.342305,5.268171,4.144833,4.295092
-1,-2.424465,5.939321,2.487098,6.342305,5.268171,4.794293,3.702934
-1,-2.786411,5.939321,2.487098,6.342305,5.268171,4.965518,5.184108
-1,-2.608311,6.497719,2.487098,6.342305,5.268171,5.008329,4.907828
-1,-2.562349,5.888558,2.487098,6.342305,5.268171,3.972126,4.855319
-1,-2.361268,5.837794,2.487098,6.342305,5.268171,5.051882,5.085913
-1,-2.591075,5.685504,2.487098,6.342305,5.268171,3.935124,5.222125
-1,-3.24028,5.939321,2.487098,6.342305,5.268171,3.938169,3.332641
-1,-2.545114,6.091611,2.487098,6.342305,5.268171,5.008329,4.693481
-1,-2.682998,6.091611,2.487098,6.342305,5.268171,5.175267,4.873992
-1,-2.993238,6.040848,2.487098,6.342305,5.268171,4.545379,4.914955
-1,-2.711724,6.040848,2.487098,6.342305,5.268171,4.713719,4.914955
-1,-2.947276,6.040848,2.487098,6.342305,5.268171,4.545379,4.914955
-1,-2.665762,5.990084,2.487098,6.342305,5.268171,5.09321,5.140177
-1,-2.912805,5.990084,2.487098,6.342305,5.268171,4.414121,4.773024
-1,-3.159848,5.990084,2.487098,6.342305,5.268171,4.244339,4.222285
-1,-2.941531,5.990084,2.487098,6.342305,5.268171,4.583903,4.773024
-1,-3.234535,6.040848,2.487098,6.342305,5.268171,4.040339,4.186802
-1,-3.797562,6.040848,2.487098,6.342305,5.268171,4.040339,3.822748
-1,-2.803647,6.040848,2.487098,6.342305,5.268171,4.545379,3.822748
-1,-3.452852,6.040848,2.487098,6.342305,5.268171,4.377019,4.368851
-1,-3.119631,6.040848,2.487098,6.342305,5.268171,4.208679,3.822748
-1,-3.458597,6.193138,2.487098,6.342305,5.268171,3.940974,3.373625
-1,-2.769176,6.040848,2.487098,6.342305,5.268171,4.545379,4.550879
-1,-3.22879,6.040848,2.487098,6.342305,5.268171,4.208679,3.822748
-1,-2.976002,6.091611,2.487098,6.342305,5.268171,4.340559,4.693481
-1,-2.976002,6.142375,2.487098,6.342305,5.268171,4.139124,5.191754
